Date,District,Vegetable,Sales (kg)
10/11/24,Kandy,Spinach,184800
10/11/24,Batticaloa,Carrots,113250
10/11/24,Batticaloa,Beans,112500
10/11/24,Batticaloa,Cabbage,60250
10/11/24,Batticaloa,Tomatoes,69000
10/11/24,Batticaloa,Potatoes,38000
10/11/24,Batticaloa,Brinjals,65250
10/11/24,Batticaloa,Pumpkins,81000
10/11/24,Batticaloa,Spinach,100250
10/11/24,Jaffna,Carrots,111750
10/11/24,Jaffna,Beans,107000
10/11/24,Jaffna,Cabbage,40250
10/11/24,Jaffna,Tomatoes,67750
10/11/24,Jaffna,Potatoes,17000
10/11/24,Jaffna,Brinjals,69250
10/11/24,Jaffna,Pumpkins,86500
10/11/24,Jaffna,Spinach,69000
10/12/24,Colombo,Carrots,162900
10/12/24,Colombo,Beans,295200
10/12/24,Colombo,Cabbage,264600
10/12/24,Colombo,Tomatoes,427500
10/12/24,Colombo,Potatoes,333900
10/12/24,Colombo,Brinjals,184500
10/12/24,Colombo,Pumpkins,150300
10/12/24,Colombo,Spinach,127800
10/12/24,Kandy,Carrots,138600
10/12/24,Kandy,Beans,162600
10/12/24,Kandy,Cabbage,196200
10/12/24,Kandy,Tomatoes,141600
10/12/24,Kandy,Potatoes,220200
10/12/24,Kandy,Brinjals,130200
10/12/24,Kandy,Pumpkins,123600
10/12/24,Kandy,Spinach,113400
10/12/24,Batticaloa,Carrots,103750
10/12/24,Batticaloa,Beans,80500
10/12/24,Batticaloa,Cabbage,90250
10/12/24,Batticaloa,Tomatoes,36500
10/12/24,Batticaloa,Potatoes,62750
10/12/24,Batticaloa,Brinjals,98000
10/12/24,Batticaloa,Pumpkins,116750
10/12/24,Batticaloa,Spinach,117500
10/12/24,Jaffna,Carrots,115000
10/12/24,Jaffna,Beans,80750
10/12/24,Jaffna,Cabbage,59000
10/12/24,Jaffna,Tomatoes,14000
10/12/24,Jaffna,Potatoes,20250
10/12/24,Jaffna,Brinjals,63250
10/12/24,Jaffna,Pumpkins,42000
10/12/24,Jaffna,Spinach,58000
10/13/24,Colombo,Carrots,412200
10/13/24,Colombo,Beans,404100
10/13/24,Colombo,Cabbage,262800
10/13/24,Colombo,Tomatoes,256500
10/13/24,Colombo,Potatoes,378000
10/13/24,Colombo,Brinjals,323100
10/13/24,Colombo,Pumpkins,335700
10/13/24,Colombo,Spinach,307800
10/13/24,Kandy,Carrots,219600
10/13/24,Kandy,Beans,103200
10/13/24,Kandy,Cabbage,226200
10/13/24,Kandy,Tomatoes,121800
10/13/24,Kandy,Potatoes,40800
10/13/24,Kandy,Brinjals,119400
10/13/24,Kandy,Pumpkins,294600
10/13/24,Kandy,Spinach,59400
10/13/24,Batticaloa,Carrots,87750
10/13/24,Batticaloa,Beans,93000
10/13/24,Batticaloa,Cabbage,90750
10/13/24,Batticaloa,Tomatoes,90250
10/13/24,Batticaloa,Potatoes,17000
10/13/24,Batticaloa,Brinjals,100500
10/13/24,Batticaloa,Pumpkins,41750
10/13/24,Batticaloa,Spinach,35000
10/13/24,Jaffna,Carrots,43500
10/13/24,Jaffna,Beans,65250
10/13/24,Jaffna,Cabbage,86000
10/13/24,Jaffna,Tomatoes,76250
10/13/24,Jaffna,Potatoes,65750
10/13/24,Jaffna,Brinjals,71000
10/13/24,Jaffna,Pumpkins,19750
10/13/24,Jaffna,Spinach,57000
10/14/24,Colombo,Carrots,378900
10/14/24,Colombo,Beans,236700
10/14/24,Colombo,Cabbage,254700
10/14/24,Colombo,Tomatoes,405000
10/14/24,Colombo,Potatoes,276300
10/14/24,Colombo,Brinjals,336600
10/14/24,Colombo,Pumpkins,340200
10/14/24,Colombo,Spinach,194400
10/14/24,Kandy,Carrots,257400
10/14/24,Kandy,Beans,221400
10/14/24,Kandy,Cabbage,268800
10/14/24,Kandy,Tomatoes,210000
10/14/24,Kandy,Potatoes,37200
10/14/24,Kandy,Brinjals,202800
10/14/24,Kandy,Pumpkins,96000
10/14/24,Kandy,Spinach,124200
10/14/24,Batticaloa,Carrots,102500
10/14/24,Batticaloa,Beans,23500
10/14/24,Batticaloa,Cabbage,82000
10/14/24,Batticaloa,Tomatoes,28000
10/14/24,Batticaloa,Potatoes,36250
10/14/24,Batticaloa,Brinjals,118000
10/14/24,Batticaloa,Pumpkins,120250
10/14/24,Batticaloa,Spinach,109250
10/14/24,Jaffna,Carrots,121500
10/14/24,Jaffna,Beans,22250
10/14/24,Jaffna,Cabbage,57250
10/14/24,Jaffna,Tomatoes,51750
10/14/24,Jaffna,Potatoes,13750
10/14/24,Jaffna,Brinjals,115000
10/14/24,Jaffna,Pumpkins,16500
10/14/24,Jaffna,Spinach,104250
10/15/24,Colombo,Carrots,130500
10/15/24,Colombo,Beans,50400
10/15/24,Colombo,Cabbage,109800
10/15/24,Colombo,Tomatoes,49500
10/15/24,Colombo,Potatoes,411300
10/15/24,Colombo,Brinjals,343800
10/15/24,Colombo,Pumpkins,177300
10/15/24,Colombo,Spinach,302400
10/15/24,Kandy,Carrots,67800
10/15/24,Kandy,Beans,111000
10/15/24,Kandy,Cabbage,32400
10/15/24,Kandy,Tomatoes,267000
10/15/24,Kandy,Potatoes,286800
10/15/24,Kandy,Brinjals,130200
10/15/24,Kandy,Pumpkins,117600
10/15/24,Kandy,Spinach,220200
10/15/24,Batticaloa,Carrots,17250
10/15/24,Batticaloa,Beans,115000
10/15/24,Batticaloa,Cabbage,17000
10/15/24,Batticaloa,Tomatoes,104500
10/15/24,Batticaloa,Potatoes,23750
10/15/24,Batticaloa,Brinjals,29500
10/15/24,Batticaloa,Pumpkins,79250
10/15/24,Batticaloa,Spinach,124750
10/15/24,Jaffna,Carrots,51000
10/15/24,Jaffna,Beans,29750
10/15/24,Jaffna,Cabbage,91750
10/15/24,Jaffna,Tomatoes,88500
10/15/24,Jaffna,Potatoes,59000
10/15/24,Jaffna,Brinjals,25250
10/15/24,Jaffna,Pumpkins,57750
10/15/24,Jaffna,Spinach,99000
10/16/24,Colombo,Carrots,324900
10/16/24,Colombo,Beans,416700
10/16/24,Colombo,Cabbage,298800
10/16/24,Colombo,Tomatoes,254700
10/16/24,Colombo,Potatoes,275400
10/16/24,Colombo,Brinjals,360900
10/16/24,Colombo,Pumpkins,134100
10/16/24,Colombo,Spinach,117900
10/16/24,Kandy,Carrots,135600
10/16/24,Kandy,Beans,163800
10/16/24,Kandy,Cabbage,205200
10/16/24,Kandy,Tomatoes,163200
10/16/24,Kandy,Potatoes,162000
10/16/24,Kandy,Brinjals,274200
10/16/24,Kandy,Pumpkins,160200
10/16/24,Kandy,Spinach,31800
10/16/24,Batticaloa,Carrots,57750
10/16/24,Batticaloa,Beans,15250
10/16/24,Batticaloa,Cabbage,24500
10/16/24,Batticaloa,Tomatoes,94000
10/16/24,Batticaloa,Potatoes,63750
10/16/24,Batticaloa,Brinjals,75750
10/16/24,Batticaloa,Pumpkins,105500
10/16/24,Batticaloa,Spinach,44750
10/16/24,Jaffna,Carrots,42750
10/16/24,Jaffna,Beans,33500
10/16/24,Jaffna,Cabbage,41000
10/16/24,Jaffna,Tomatoes,56500
10/16/24,Jaffna,Potatoes,26500
10/16/24,Jaffna,Brinjals,81250
10/16/24,Jaffna,Pumpkins,52750
10/16/24,Jaffna,Spinach,100250
10/17/24,Colombo,Carrots,78300
10/17/24,Colombo,Beans,92700
10/17/24,Colombo,Cabbage,318600
10/17/24,Colombo,Tomatoes,174600
10/17/24,Colombo,Potatoes,290700
10/17/24,Colombo,Brinjals,69300
10/17/24,Colombo,Pumpkins,344700
10/17/24,Colombo,Spinach,175500
10/17/24,Kandy,Carrots,151200
10/17/24,Kandy,Beans,204000
10/17/24,Kandy,Cabbage,203400
10/17/24,Kandy,Tomatoes,129000
10/17/24,Kandy,Potatoes,125400
10/17/24,Kandy,Brinjals,138600
10/17/24,Kandy,Pumpkins,287400
10/17/24,Kandy,Spinach,50400
10/17/24,Batticaloa,Carrots,75000
10/17/24,Batticaloa,Beans,100500
10/17/24,Batticaloa,Cabbage,104250
10/17/24,Batticaloa,Tomatoes,17250
10/17/24,Batticaloa,Potatoes,74250
10/17/24,Batticaloa,Brinjals,77000
10/17/24,Batticaloa,Pumpkins,107250
10/17/24,Batticaloa,Spinach,22250
10/17/24,Jaffna,Carrots,26500
10/17/24,Jaffna,Beans,111500
10/17/24,Jaffna,Cabbage,70750
10/17/24,Jaffna,Tomatoes,110250
10/17/24,Jaffna,Potatoes,69250
10/17/24,Jaffna,Brinjals,70750
10/17/24,Jaffna,Pumpkins,39250
10/17/24,Jaffna,Spinach,118750
10/18/24,Colombo,Carrots,272700
10/18/24,Colombo,Beans,253800
10/18/24,Colombo,Cabbage,366300
10/18/24,Colombo,Tomatoes,232200
10/18/24,Colombo,Potatoes,157500
10/18/24,Colombo,Brinjals,255600
10/18/24,Colombo,Pumpkins,207900
10/18/24,Colombo,Spinach,116100
10/18/24,Kandy,Carrots,190800
10/18/24,Kandy,Beans,160200
10/18/24,Kandy,Cabbage,154200
10/18/24,Kandy,Tomatoes,232200
10/18/24,Kandy,Potatoes,295800
10/18/24,Kandy,Brinjals,169200
10/18/24,Kandy,Pumpkins,213000
10/18/24,Kandy,Spinach,184200
10/18/24,Batticaloa,Carrots,119750
10/18/24,Batticaloa,Beans,82250
10/18/24,Batticaloa,Cabbage,60000
10/18/24,Batticaloa,Tomatoes,27500
10/18/24,Batticaloa,Potatoes,95500
10/18/24,Batticaloa,Brinjals,50250
10/18/24,Batticaloa,Pumpkins,32750
10/18/24,Batticaloa,Spinach,107750
10/18/24,Jaffna,Carrots,66000
10/18/24,Jaffna,Beans,78750
10/18/24,Jaffna,Cabbage,42500
10/18/24,Jaffna,Tomatoes,89000
10/18/24,Jaffna,Potatoes,17750
10/18/24,Jaffna,Brinjals,30000
10/18/24,Jaffna,Pumpkins,51500
10/18/24,Jaffna,Spinach,39000
10/19/24,Colombo,Carrots,67500
10/19/24,Colombo,Beans,323100
10/19/24,Colombo,Cabbage,354600
10/19/24,Colombo,Tomatoes,414900
10/19/24,Colombo,Potatoes,120600
10/19/24,Colombo,Brinjals,245700
10/19/24,Colombo,Pumpkins,264600
10/19/24,Colombo,Spinach,313200
10/19/24,Kandy,Carrots,203400
10/19/24,Kandy,Beans,73800
10/19/24,Kandy,Cabbage,183000
10/19/24,Kandy,Tomatoes,220800
10/19/24,Kandy,Potatoes,240600
10/19/24,Kandy,Brinjals,249000
10/19/24,Kandy,Pumpkins,240000
10/19/24,Kandy,Spinach,185400
10/19/24,Batticaloa,Carrots,36500
10/19/24,Batticaloa,Beans,20250
10/19/24,Batticaloa,Cabbage,120500
10/19/24,Batticaloa,Tomatoes,116000
10/19/24,Batticaloa,Potatoes,113250
10/19/24,Batticaloa,Brinjals,96500
10/19/24,Batticaloa,Pumpkins,63250
10/19/24,Batticaloa,Spinach,89250
10/19/24,Jaffna,Carrots,28500
10/19/24,Jaffna,Beans,33750
10/19/24,Jaffna,Cabbage,74250
10/19/24,Jaffna,Tomatoes,123000
10/19/24,Jaffna,Potatoes,102000
10/19/24,Jaffna,Brinjals,30750
10/19/24,Jaffna,Pumpkins,23250
10/19/24,Jaffna,Spinach,86000
10/20/24,Colombo,Carrots,429300
10/20/24,Colombo,Beans,369900
10/20/24,Colombo,Cabbage,426600
10/20/24,Colombo,Tomatoes,225900
10/20/24,Colombo,Potatoes,90000
10/20/24,Colombo,Brinjals,424800
10/20/24,Colombo,Pumpkins,405000
10/20/24,Colombo,Spinach,119700
10/20/24,Kandy,Carrots,286200
10/20/24,Kandy,Beans,128400
10/20/24,Kandy,Cabbage,66000
10/20/24,Kandy,Tomatoes,170400
10/20/24,Kandy,Potatoes,283800
10/20/24,Kandy,Brinjals,200400
10/20/24,Kandy,Pumpkins,255600
10/20/24,Kandy,Spinach,242400
10/20/24,Batticaloa,Carrots,53750
10/20/24,Batticaloa,Beans,42750
10/20/24,Batticaloa,Cabbage,96500
10/20/24,Batticaloa,Tomatoes,18000
10/20/24,Batticaloa,Potatoes,43750
10/20/24,Batticaloa,Brinjals,22000
10/20/24,Batticaloa,Pumpkins,41500
10/20/24,Batticaloa,Spinach,120500
10/20/24,Jaffna,Carrots,29250
10/20/24,Jaffna,Beans,63250
10/20/24,Jaffna,Cabbage,14500
10/20/24,Jaffna,Tomatoes,117500
10/20/24,Jaffna,Potatoes,53750
10/20/24,Jaffna,Brinjals,33250
10/20/24,Jaffna,Pumpkins,60000
10/20/24,Jaffna,Spinach,119500
10/21/24,Colombo,Carrots,388800
10/21/24,Colombo,Beans,427500
10/21/24,Colombo,Cabbage,303300
10/21/24,Colombo,Tomatoes,292500
10/21/24,Colombo,Potatoes,356400
10/21/24,Colombo,Brinjals,230400
10/21/24,Colombo,Pumpkins,132300
10/21/24,Colombo,Spinach,100800
10/21/24,Kandy,Carrots,114600
10/21/24,Kandy,Beans,164400
10/21/24,Kandy,Cabbage,107400
10/21/24,Kandy,Tomatoes,144600
10/21/24,Kandy,Potatoes,30000
10/21/24,Kandy,Brinjals,71400
10/21/24,Kandy,Pumpkins,260400
10/21/24,Kandy,Spinach,43800
10/21/24,Batticaloa,Carrots,79250
10/21/24,Batticaloa,Beans,89250
10/21/24,Batticaloa,Cabbage,112250
10/21/24,Batticaloa,Tomatoes,57500
10/21/24,Batticaloa,Potatoes,124500
10/21/24,Batticaloa,Brinjals,69500
10/21/24,Batticaloa,Pumpkins,53250
10/21/24,Batticaloa,Spinach,111000
10/21/24,Jaffna,Carrots,16500
10/21/24,Jaffna,Beans,63000
10/21/24,Jaffna,Cabbage,94750
10/21/24,Jaffna,Tomatoes,17500
10/21/24,Jaffna,Potatoes,91750
10/21/24,Jaffna,Brinjals,14500
10/21/24,Jaffna,Pumpkins,49250
10/21/24,Jaffna,Spinach,63250
10/22/24,Colombo,Carrots,114300
10/22/24,Colombo,Beans,296100
10/22/24,Colombo,Cabbage,415800
10/22/24,Colombo,Tomatoes,292500
10/22/24,Colombo,Potatoes,99000
10/22/24,Colombo,Brinjals,386100
10/22/24,Colombo,Pumpkins,208800
10/22/24,Colombo,Spinach,284400
10/22/24,Kandy,Carrots,173400
10/22/24,Kandy,Beans,67200
10/22/24,Kandy,Cabbage,104400
10/22/24,Kandy,Tomatoes,144000
10/22/24,Kandy,Potatoes,263400
10/22/24,Kandy,Brinjals,260400
10/22/24,Kandy,Pumpkins,205800
10/22/24,Kandy,Spinach,138000
10/22/24,Batticaloa,Carrots,92250
10/22/24,Batticaloa,Beans,97750
10/22/24,Batticaloa,Cabbage,20000
10/22/24,Batticaloa,Tomatoes,122750
10/22/24,Batticaloa,Potatoes,86000
10/22/24,Batticaloa,Brinjals,95000
10/22/24,Batticaloa,Pumpkins,49500
10/22/24,Batticaloa,Spinach,39750
10/22/24,Jaffna,Carrots,101750
10/22/24,Jaffna,Beans,107250
10/22/24,Jaffna,Cabbage,74750
10/22/24,Jaffna,Tomatoes,48250
10/22/24,Jaffna,Potatoes,82750
10/22/24,Jaffna,Brinjals,81250
10/22/24,Jaffna,Pumpkins,98250
10/22/24,Jaffna,Spinach,38250
10/23/24,Colombo,Carrots,395100
10/23/24,Colombo,Beans,207000
10/23/24,Colombo,Cabbage,145800
10/23/24,Colombo,Tomatoes,291600
10/23/24,Colombo,Potatoes,243900
10/23/24,Colombo,Brinjals,371700
10/23/24,Colombo,Pumpkins,381600
10/23/24,Colombo,Spinach,304200
10/23/24,Kandy,Carrots,90000
10/23/24,Kandy,Beans,36000
10/23/24,Kandy,Cabbage,134400
10/23/24,Kandy,Tomatoes,265200
10/23/24,Kandy,Potatoes,111600
10/23/24,Kandy,Brinjals,196200
10/23/24,Kandy,Pumpkins,297600
10/23/24,Kandy,Spinach,141600
10/23/24,Batticaloa,Carrots,73750
10/23/24,Batticaloa,Beans,12750
10/23/24,Batticaloa,Cabbage,113000
10/23/24,Batticaloa,Tomatoes,16000
10/23/24,Batticaloa,Potatoes,105500
10/23/24,Batticaloa,Brinjals,64500
10/23/24,Batticaloa,Pumpkins,35750
10/23/24,Batticaloa,Spinach,109500
10/23/24,Jaffna,Carrots,120250
10/23/24,Jaffna,Beans,123500
10/23/24,Jaffna,Cabbage,33750
10/23/24,Jaffna,Tomatoes,63750
10/23/24,Jaffna,Potatoes,28000
10/23/24,Jaffna,Brinjals,61250
10/23/24,Jaffna,Pumpkins,16000
10/23/24,Jaffna,Spinach,121750
10/24/24,Colombo,Carrots,401400
10/24/24,Colombo,Beans,189000
10/24/24,Colombo,Cabbage,185400
10/24/24,Colombo,Tomatoes,45000
10/24/24,Colombo,Potatoes,388800
10/24/24,Colombo,Brinjals,119700
10/24/24,Colombo,Pumpkins,224100
10/24/24,Colombo,Spinach,413100
10/24/24,Kandy,Carrots,163800
10/24/24,Kandy,Beans,128400
10/24/24,Kandy,Cabbage,132600
10/24/24,Kandy,Tomatoes,214200
10/24/24,Kandy,Potatoes,100200
10/24/24,Kandy,Brinjals,45600
10/24/24,Kandy,Pumpkins,142200
10/24/24,Kandy,Spinach,277800
10/24/24,Batticaloa,Carrots,19500
10/24/24,Batticaloa,Beans,64750
10/24/24,Batticaloa,Cabbage,56750
10/24/24,Batticaloa,Tomatoes,27000
10/24/24,Batticaloa,Potatoes,63250
10/24/24,Batticaloa,Brinjals,105500
10/24/24,Batticaloa,Pumpkins,15500
10/24/24,Batticaloa,Spinach,58750
10/24/24,Jaffna,Carrots,43750
10/24/24,Jaffna,Beans,69250
10/24/24,Jaffna,Cabbage,122000
10/24/24,Jaffna,Tomatoes,35250
10/24/24,Jaffna,Potatoes,56000
10/24/24,Jaffna,Brinjals,68000
10/24/24,Jaffna,Pumpkins,85500
10/24/24,Jaffna,Spinach,91000
10/25/24,Colombo,Carrots,232200
10/25/24,Colombo,Beans,200700
10/25/24,Colombo,Cabbage,92700
10/25/24,Colombo,Tomatoes,287100
10/25/24,Colombo,Potatoes,358200
10/25/24,Colombo,Brinjals,330300
10/25/24,Colombo,Pumpkins,379800
10/25/24,Colombo,Spinach,225000
10/25/24,Kandy,Carrots,31800
10/25/24,Kandy,Beans,39600
10/25/24,Kandy,Cabbage,57000
10/25/24,Kandy,Tomatoes,279600
10/25/24,Kandy,Potatoes,91800
10/25/24,Kandy,Brinjals,299400
10/25/24,Kandy,Pumpkins,267000
10/25/24,Kandy,Spinach,205200
10/25/24,Batticaloa,Carrots,109750
10/25/24,Batticaloa,Beans,44500
10/25/24,Batticaloa,Cabbage,81750
10/25/24,Batticaloa,Tomatoes,97250
10/25/24,Batticaloa,Potatoes,77750
10/25/24,Batticaloa,Brinjals,51250
10/25/24,Batticaloa,Pumpkins,48750
10/25/24,Batticaloa,Spinach,102250
10/25/24,Jaffna,Carrots,110000
10/25/24,Jaffna,Beans,36250
10/25/24,Jaffna,Cabbage,104500
10/25/24,Jaffna,Tomatoes,63250
10/25/24,Jaffna,Potatoes,54000
10/25/24,Jaffna,Brinjals,106250
10/25/24,Jaffna,Pumpkins,98000
10/25/24,Jaffna,Spinach,41000
10/26/24,Colombo,Carrots,93600
10/26/24,Colombo,Beans,244800
10/26/24,Colombo,Cabbage,236700
10/26/24,Colombo,Tomatoes,115200
10/26/24,Colombo,Potatoes,263700
10/26/24,Colombo,Brinjals,414000
10/26/24,Colombo,Pumpkins,165600
10/26/24,Colombo,Spinach,139500
10/26/24,Kandy,Carrots,97200
10/26/24,Kandy,Beans,151200
10/26/24,Kandy,Cabbage,268200
10/26/24,Kandy,Tomatoes,100200
10/26/24,Kandy,Potatoes,141600
10/26/24,Kandy,Brinjals,222600
10/26/24,Kandy,Pumpkins,243600
10/26/24,Kandy,Spinach,52200
10/26/24,Batticaloa,Carrots,88500
10/26/24,Batticaloa,Beans,43750
10/26/24,Batticaloa,Cabbage,61750
10/26/24,Batticaloa,Tomatoes,52750
10/26/24,Batticaloa,Potatoes,59750
10/26/24,Batticaloa,Brinjals,108250
10/26/24,Batticaloa,Pumpkins,106250
10/26/24,Batticaloa,Spinach,115750
10/26/24,Jaffna,Carrots,43500
10/26/24,Jaffna,Beans,119000
10/26/24,Jaffna,Cabbage,72500
10/26/24,Jaffna,Tomatoes,59500
10/26/24,Jaffna,Potatoes,88750
10/26/24,Jaffna,Brinjals,58000
10/26/24,Jaffna,Pumpkins,102500
10/26/24,Jaffna,Spinach,41000
10/27/24,Colombo,Carrots,447300
10/27/24,Colombo,Beans,293400
10/27/24,Colombo,Cabbage,98100
10/27/24,Colombo,Tomatoes,125100
10/27/24,Colombo,Potatoes,253800
10/27/24,Colombo,Brinjals,126900
10/27/24,Colombo,Pumpkins,243000
10/27/24,Colombo,Spinach,287100
10/27/24,Kandy,Carrots,32400
10/27/24,Kandy,Beans,39000
10/27/24,Kandy,Cabbage,116400
10/27/24,Kandy,Tomatoes,267000
10/27/24,Kandy,Potatoes,148200
10/27/24,Kandy,Brinjals,35400
10/27/24,Kandy,Pumpkins,98400
10/27/24,Kandy,Spinach,112200
10/27/24,Batticaloa,Carrots,36750
10/27/24,Batticaloa,Beans,101250
10/27/24,Batticaloa,Cabbage,27750
10/27/24,Batticaloa,Tomatoes,123250
10/27/24,Batticaloa,Potatoes,56500
10/27/24,Batticaloa,Brinjals,19500
10/27/24,Batticaloa,Pumpkins,67500
10/27/24,Batticaloa,Spinach,37750
10/27/24,Jaffna,Carrots,36250
10/27/24,Jaffna,Beans,88000
10/27/24,Jaffna,Cabbage,113250
10/27/24,Jaffna,Tomatoes,24000
10/27/24,Jaffna,Potatoes,48500
10/27/24,Jaffna,Brinjals,113750
10/27/24,Jaffna,Pumpkins,104500
10/27/24,Jaffna,Spinach,27000
10/28/24,Colombo,Carrots,134100
10/28/24,Colombo,Beans,214200
10/28/24,Colombo,Cabbage,337500
10/28/24,Colombo,Tomatoes,426600
10/28/24,Colombo,Potatoes,156600
10/28/24,Colombo,Brinjals,268200
10/28/24,Colombo,Pumpkins,245700
10/28/24,Colombo,Spinach,334800
10/28/24,Kandy,Carrots,124200
10/28/24,Kandy,Beans,188400
10/28/24,Kandy,Cabbage,244800
10/28/24,Kandy,Tomatoes,238200
10/28/24,Kandy,Potatoes,217200
10/28/24,Kandy,Brinjals,242400
10/28/24,Kandy,Pumpkins,291600
10/28/24,Kandy,Spinach,284400
10/28/24,Batticaloa,Carrots,102250
10/28/24,Batticaloa,Beans,96750
10/28/24,Batticaloa,Cabbage,84500
10/28/24,Batticaloa,Tomatoes,45000
10/28/24,Batticaloa,Potatoes,69000
10/28/24,Batticaloa,Brinjals,20000
10/28/24,Batticaloa,Pumpkins,40500
10/28/24,Batticaloa,Spinach,99750
10/28/24,Jaffna,Carrots,65250
10/28/24,Jaffna,Beans,100000
10/28/24,Jaffna,Cabbage,91000
10/28/24,Jaffna,Tomatoes,44250
10/28/24,Jaffna,Potatoes,62750
10/28/24,Jaffna,Brinjals,58250
10/28/24,Jaffna,Pumpkins,110500
10/28/24,Jaffna,Spinach,24250
10/29/24,Colombo,Carrots,55800
10/29/24,Colombo,Beans,395100
10/29/24,Colombo,Cabbage,199800
10/29/24,Colombo,Tomatoes,389700
10/29/24,Colombo,Potatoes,366300
10/29/24,Colombo,Brinjals,62100
10/29/24,Colombo,Pumpkins,180900
10/29/24,Colombo,Spinach,225900
10/29/24,Kandy,Carrots,242400
10/29/24,Kandy,Beans,153000
10/29/24,Kandy,Cabbage,247200
10/29/24,Kandy,Tomatoes,154800
10/29/24,Kandy,Potatoes,58200
10/29/24,Kandy,Brinjals,91800
10/29/24,Kandy,Pumpkins,208200
10/29/24,Kandy,Spinach,115200
10/29/24,Batticaloa,Carrots,29500
10/29/24,Batticaloa,Beans,45250
10/29/24,Batticaloa,Cabbage,100000
10/29/24,Batticaloa,Tomatoes,40500
10/29/24,Batticaloa,Potatoes,23500
10/29/24,Batticaloa,Brinjals,100500
10/29/24,Batticaloa,Pumpkins,66000
10/29/24,Batticaloa,Spinach,81750
10/29/24,Jaffna,Carrots,104250
10/29/24,Jaffna,Beans,12750
10/29/24,Jaffna,Cabbage,95250
10/29/24,Jaffna,Tomatoes,65750
10/29/24,Jaffna,Potatoes,36500
10/29/24,Jaffna,Brinjals,35500
10/29/24,Jaffna,Pumpkins,28000
10/29/24,Jaffna,Spinach,61500
10/30/24,Colombo,Carrots,339300
10/30/24,Colombo,Beans,367200
10/30/24,Colombo,Cabbage,252000
10/30/24,Colombo,Tomatoes,80100
10/30/24,Colombo,Potatoes,311400
10/30/24,Colombo,Brinjals,372600
10/30/24,Colombo,Pumpkins,341100
10/30/24,Colombo,Spinach,117000
10/30/24,Kandy,Carrots,289800
10/30/24,Kandy,Beans,70200
10/30/24,Kandy,Cabbage,232800
10/30/24,Kandy,Tomatoes,206400
10/30/24,Kandy,Potatoes,127800
10/30/24,Kandy,Brinjals,202200
10/30/24,Kandy,Pumpkins,296400
10/30/24,Kandy,Spinach,212400
10/30/24,Batticaloa,Carrots,37000
10/30/24,Batticaloa,Beans,117000
10/30/24,Batticaloa,Cabbage,34500
10/30/24,Batticaloa,Tomatoes,97750
10/30/24,Batticaloa,Potatoes,20500
10/30/24,Batticaloa,Brinjals,32750
10/30/24,Batticaloa,Pumpkins,106750
10/30/24,Batticaloa,Spinach,115500
10/30/24,Jaffna,Carrots,92000
10/30/24,Jaffna,Beans,77750
10/30/24,Jaffna,Cabbage,68250
10/30/24,Jaffna,Tomatoes,124000
10/30/24,Jaffna,Potatoes,54250
10/30/24,Jaffna,Brinjals,74500
10/30/24,Jaffna,Pumpkins,68500
10/30/24,Jaffna,Spinach,42500
10/31/24,Colombo,Carrots,377100
10/31/24,Colombo,Beans,448200
10/31/24,Colombo,Cabbage,143100
10/31/24,Colombo,Tomatoes,354600
10/31/24,Colombo,Potatoes,276300
10/31/24,Colombo,Brinjals,70200
10/31/24,Colombo,Pumpkins,341100
10/31/24,Colombo,Spinach,330300
10/31/24,Kandy,Carrots,84000
10/31/24,Kandy,Beans,226800
10/31/24,Kandy,Cabbage,277200
10/31/24,Kandy,Tomatoes,102600
10/31/24,Kandy,Potatoes,217800
10/31/24,Kandy,Brinjals,163800
10/31/24,Kandy,Pumpkins,146400
10/31/24,Kandy,Spinach,291600
10/31/24,Batticaloa,Carrots,79500
10/31/24,Batticaloa,Beans,61500
10/31/24,Batticaloa,Cabbage,79000
10/31/24,Batticaloa,Tomatoes,117000
10/31/24,Batticaloa,Potatoes,60500
10/31/24,Batticaloa,Brinjals,31250
10/31/24,Batticaloa,Pumpkins,53500
10/31/24,Batticaloa,Spinach,53750
10/31/24,Jaffna,Carrots,68750
10/31/24,Jaffna,Beans,106500
10/31/24,Jaffna,Cabbage,119750
10/31/24,Jaffna,Tomatoes,114250
10/31/24,Jaffna,Potatoes,105750
10/31/24,Jaffna,Brinjals,87750
10/31/24,Jaffna,Pumpkins,18000
10/31/24,Jaffna,Spinach,66000
11/1/24,Colombo,Carrots,160200
11/1/24,Colombo,Beans,262800
11/1/24,Colombo,Cabbage,180000
11/1/24,Colombo,Tomatoes,324000
11/1/24,Colombo,Potatoes,207900
11/1/24,Colombo,Brinjals,223200
11/1/24,Colombo,Pumpkins,386100
11/1/24,Colombo,Spinach,236700
11/1/24,Kandy,Carrots,84600
11/1/24,Kandy,Beans,229800
11/1/24,Kandy,Cabbage,63000
11/1/24,Kandy,Tomatoes,201000
11/1/24,Kandy,Potatoes,44400
11/1/24,Kandy,Brinjals,244800
11/1/24,Kandy,Pumpkins,150600
11/1/24,Kandy,Spinach,155400
11/1/24,Batticaloa,Carrots,41500
11/1/24,Batticaloa,Beans,107000
11/1/24,Batticaloa,Cabbage,104500
11/1/24,Batticaloa,Tomatoes,15500
11/1/24,Batticaloa,Potatoes,123750
11/1/24,Batticaloa,Brinjals,55750
11/1/24,Batticaloa,Pumpkins,18250
11/1/24,Batticaloa,Spinach,40250
